
p1; 1; 4; 6; 8; 10; 11; 14; 16; 17; 20; 21; 25; 29; 30; p2; 2; 3; 5; 7; 9; 12; 13; 15; 18; 19; 22; 23; 24; 26; 27; 28; p-bot=; 2; Cb=; 698;
p1; 1; 3; 7; 12; 14; 15; 19; 20; 21; 22; 24; 25; 26; 29; 30; p2; 2; 4; 5; 6; 8; 9; 10; 11; 13; 16; 17; 18; 23; 27; 28; p-bot=; 2; Cb=; 695;
p1; 2; 3; 4; 5; 8; 10; 11; 14; 15; 19; 20; 21; 25; 26; 28; p2; 1; 6; 7; 9; 12; 13; 16; 17; 18; 22; 23; 24; 27; 29; 30; p-bot=; 1; Cb=; 697;
p1; 2; 3; 5; 7; 8; 10; 11; 13; 14; 15; 17; 18; 19; 21; 26; 27; 28; p2; 1; 4; 6; 9; 12; 16; 20; 22; 23; 24; 25; 29; 30; p-bot=; 1; Cb=; 694;
p1; 1; 3; 4; 8; 9; 10; 13; 14; 16; 17; 18; 21; 22; 26; 27; 29; 30; p2; 2; 5; 6; 7; 11; 12; 15; 19; 20; 23; 24; 25; 28; p-bot=; 2; Cb=; 696;
p1; 2; 3; 5; 6; 7; 8; 10; 12; 14; 16; 18; 19; 20; 21; 28; p2; 1; 4; 9; 11; 13; 15; 17; 22; 23; 24; 25; 26; 27; 29; 30; p-bot=; 1; Cb=; 695;
p1; 2; 4; 8; 9; 10; 11; 12; 14; 15; 19; 20; 21; 22; 23; 27; 28; p2; 1; 3; 5; 6; 7; 13; 16; 17; 18; 24; 25; 26; 29; 30; p-bot=; 1; Cb=; 694;
p1; 1; 5; 7; 11; 12; 13; 15; 16; 18; 19; 20; 25; 26; 29; 30; p2; 2; 3; 4; 6; 8; 9; 10; 14; 17; 21; 22; 23; 24; 27; 28; p-bot=; 2; Cb=; 695;
p1; 1; 3; 8; 9; 10; 11; 13; 14; 17; 18; 19; 22; 25; 29; 30; p2; 2; 4; 5; 6; 7; 12; 15; 16; 20; 21; 23; 24; 26; 27; 28; p-bot=; 2; Cb=; 695;
p1; 1; 3; 5; 7; 9; 12; 17; 19; 21; 23; 24; 25; 26; 27; 29; 30; p2; 2; 4; 6; 8; 10; 11; 13; 14; 15; 16; 18; 20; 22; 28; p-bot=; 2; Cb=; 696;
p1; 2; 3; 4; 6; 7; 8; 9; 10; 12; 13; 16; 22; 24; 26; 28; p2; 1; 5; 11; 14; 15; 17; 18; 19; 20; 21; 23; 25; 27; 29; 30; p-bot=; 1; Cb=; 694;
p1; 1; 4; 5; 6; 7; 8; 9; 11; 12; 14; 16; 17; 18; 19; 23; 26; 29; 30; p2; 2; 3; 10; 13; 15; 20; 21; 22; 24; 25; 27; 28; p-bot=; 2; Cb=; 695;
p1; 1; 4; 6; 10; 12; 15; 21; 23; 24; 29; 30; p2; 2; 3; 5; 7; 8; 9; 11; 13; 14; 16; 17; 18; 19; 20; 22; 25; 26; 27; 28; p-bot=; 2; Cb=; 696;
p1; 2; 7; 9; 10; 13; 15; 18; 23; 24; 25; 28; p2; 1; 3; 4; 5; 6; 8; 11; 12; 14; 16; 17; 19; 20; 21; 22; 26; 27; 29; 30; p-bot=; 1; Cb=; 695;
p1; 2; 3; 4; 6; 9; 11; 12; 13; 18; 20; 21; 24; 26; 27; 28; p2; 1; 5; 7; 8; 10; 14; 15; 16; 17; 19; 22; 23; 25; 29; 30; p-bot=; 1; Cb=; 696;
p1; 2; 3; 6; 10; 11; 13; 14; 15; 19; 21; 24; 27; 28; p2; 1; 4; 5; 7; 8; 9; 12; 16; 17; 18; 20; 22; 23; 25; 26; 29; 30; p-bot=; 1; Cb=; 695;
p1; 2; 3; 5; 8; 12; 13; 18; 20; 22; 23; 24; 25; 27; 28; p2; 1; 4; 6; 7; 9; 10; 11; 14; 15; 16; 17; 19; 21; 26; 29; 30; p-bot=; 1; Cb=; 698;
p1; 1; 3; 4; 5; 6; 7; 9; 10; 11; 22; 23; 24; 26; 29; 30; p2; 2; 8; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 25; 27; 28; p-bot=; 2; Cb=; 696;
p1; 2; 4; 9; 10; 13; 14; 16; 21; 23; 24; 25; 27; 28; p2; 1; 3; 5; 6; 7; 8; 11; 12; 15; 17; 18; 19; 20; 22; 26; 29; 30; p-bot=; 1; Cb=; 694;
p1; 2; 3; 5; 9; 12; 14; 17; 20; 21; 22; 23; 24; 25; 26; 28; p2; 1; 4; 6; 7; 8; 10; 11; 13; 15; 16; 18; 19; 27; 29; 30; p-bot=; 1; Cb=; 695;
p1; 1; 3; 4; 5; 8; 9; 11; 13; 15; 16; 19; 21; 26; 27; 29; 30; p2; 2; 6; 7; 10; 12; 14; 17; 18; 20; 22; 23; 24; 25; 28; p-bot=; 2; Cb=; 695;
p1; 2; 4; 5; 7; 8; 9; 11; 12; 14; 15; 20; 22; 23; 25; 27; 28; p2; 1; 3; 6; 10; 13; 16; 17; 18; 19; 21; 24; 26; 29; 30; p-bot=; 1; Cb=; 694;
p1; 3; 4; 6; 9; 11; 13; 14; 17; 19; 21; 22; 23; 25; 28; p2; 1; 2; 5; 7; 8; 10; 12; 15; 16; 18; 20; 24; 26; 27; 29; 30; p-bot=; 1; Cb=; 697;
p1; 2; 4; 5; 7; 8; 9; 11; 12; 14; 15; 16; 19; 24; 25; 26; 27; 28; p2; 1; 3; 6; 10; 13; 17; 18; 20; 21; 22; 23; 29; 30; p-bot=; 1; Cb=; 695;
p1; 2; 5; 6; 7; 13; 15; 17; 18; 19; 22; 24; 25; 28; p2; 1; 3; 4; 8; 9; 10; 11; 12; 14; 16; 20; 21; 23; 26; 27; 29; 30; p-bot=; 1; Cb=; 694;
p1; 1; 4; 6; 7; 9; 13; 16; 20; 21; 22; 25; 26; 29; 30; p2; 2; 3; 5; 8; 10; 11; 12; 14; 15; 17; 18; 19; 23; 24; 27; 28; p-bot=; 2; Cb=; 695;
p1; 2; 6; 8; 11; 12; 13; 14; 15; 17; 21; 25; 26; 27; 28; p2; 1; 3; 4; 5; 7; 9; 10; 16; 18; 19; 20; 22; 23; 24; 29; 30; p-bot=; 1; Cb=; 694;
p1; 2; 5; 8; 9; 12; 13; 14; 15; 17; 21; 22; 24; 26; 28; p2; 1; 3; 4; 6; 7; 10; 11; 16; 18; 19; 20; 23; 25; 27; 29; 30; p-bot=; 1; Cb=; 696;
p1; 2; 3; 7; 10; 11; 14; 15; 16; 19; 20; 21; 22; 23; 25; 26; 27; 28; p2; 1; 4; 5; 6; 8; 9; 12; 13; 17; 18; 24; 29; 30; p-bot=; 1; Cb=; 694;
p1; 1; 4; 6; 9; 11; 17; 18; 19; 21; 22; 24; 25; 27; 29; 30; p2; 2; 3; 5; 7; 8; 10; 12; 13; 14; 15; 16; 20; 23; 26; 28; p-bot=; 2; Cb=; 696;
p1; 2; 3; 5; 6; 11; 12; 14; 15; 16; 20; 23; 25; 26; 27; 28; p2; 1; 4; 7; 8; 9; 10; 13; 17; 18; 19; 21; 22; 24; 29; 30; p-bot=; 1; Cb=; 698;
p1; 1; 4; 5; 7; 10; 11; 12; 15; 18; 22; 23; 24; 26; 27; 29; 30; p2; 2; 3; 6; 8; 9; 13; 14; 16; 17; 19; 20; 21; 25; 28; p-bot=; 2; Cb=; 701;
p1; 3; 4; 6; 10; 11; 12; 13; 14; 15; 16; 19; 24; 26; 28; p2; 1; 2; 5; 7; 8; 9; 17; 18; 20; 21; 22; 23; 25; 27; 29; 30; p-bot=; 1; Cb=; 705;
p1; 2; 3; 4; 8; 10; 13; 15; 19; 21; 22; 23; 25; 28; p2; 1; 5; 6; 7; 9; 11; 12; 14; 16; 17; 18; 20; 24; 26; 27; 29; 30; p-bot=; 1; Cb=; 700;
p1; 1; 4; 5; 6; 7; 10; 12; 14; 17; 19; 23; 25; 27; 29; 30; p2; 2; 3; 8; 9; 11; 13; 15; 16; 18; 20; 21; 22; 24; 26; 28; p-bot=; 2; Cb=; 726;
p1; 1; 4; 6; 7; 10; 12; 14; 17; 18; 19; 21; 25; 27; 29; 30; p2; 2; 3; 5; 8; 9; 11; 13; 15; 16; 20; 22; 23; 24; 26; 28; p-bot=; 2; Cb=; 716;
p1; 2; 5; 6; 10; 11; 15; 16; 18; 20; 23; 24; 26; 27; 28; p2; 1; 3; 4; 7; 8; 9; 12; 13; 14; 17; 19; 21; 22; 25; 29; 30; p-bot=; 1; Cb=; 699;
p1; 1; 3; 11; 12; 15; 16; 18; 19; 21; 23; 24; 26; 27; 29; 30; p2; 2; 4; 5; 6; 7; 8; 9; 10; 13; 14; 17; 20; 22; 25; 28; p-bot=; 2; Cb=; 742;
p1; 3; 6; 10; 11; 12; 13; 15; 16; 19; 21; 25; 26; 28; p2; 1; 2; 4; 5; 7; 8; 9; 14; 17; 18; 20; 22; 23; 24; 27; 29; 30; p-bot=; 1; Cb=; 758;
p1; 1; 4; 5; 7; 10; 11; 13; 14; 15; 21; 23; 26; 29; 30; p2; 2; 3; 6; 8; 9; 12; 16; 17; 18; 19; 20; 22; 24; 25; 27; 28; p-bot=; 2; Cb=; 709;
p1; 3; 8; 10; 11; 12; 13; 14; 15; 17; 21; 24; 27; 28; 29; p2; 1; 2; 4; 5; 6; 7; 9; 16; 18; 19; 20; 22; 23; 25; 26; 30; p-bot=; 1; Cb=; 730;
p1; 1; 3; 5; 6; 10; 11; 12; 17; 18; 20; 23; 29; 30; p2; 2; 4; 7; 8; 9; 13; 14; 15; 16; 19; 21; 22; 24; 25; 26; 27; 28; p-bot=; 2; Cb=; 752;
p1; 8; 10; 11; 12; 13; 14; 15; 16; 20; 21; 22; 23; 24; 26; p2; 1; 2; 3; 4; 5; 6; 7; 9; 17; 18; 19; 25; 27; 28; 29; 30; p-bot=; 1; Cb=; 724;
p1; 1; 2; 7; 9; 10; 11; 12; 15; 16; 17; 18; 19; 20; 23; 27; 29; 30; p2; 3; 4; 5; 6; 8; 13; 14; 21; 22; 24; 25; 26; 28; p-bot=; 2; Cb=; 732;
p1; 3; 4; 6; 7; 9; 10; 11; 15; 16; 18; 22; 24; 27; 28; 29; p2; 1; 2; 5; 8; 12; 13; 14; 17; 19; 20; 21; 23; 25; 26; 30; p-bot=; 1; Cb=; 733;
p1; 3; 4; 5; 6; 9; 12; 13; 16; 17; 19; 20; 22; 25; 26; 27; 28; p2; 1; 2; 7; 8; 10; 11; 14; 15; 18; 21; 23; 24; 29; 30; p-bot=; 1; Cb=; 699;
p1; 1; 3; 5; 8; 11; 13; 14; 18; 19; 20; 21; 23; 27; 29; 30; p2; 2; 4; 6; 7; 9; 10; 12; 15; 16; 17; 22; 24; 25; 26; 28; p-bot=; 2; Cb=; 728;
p1; 1; 2; 3; 6; 7; 10; 11; 12; 13; 14; 15; 16; 18; 20; p2; 4; 5; 8; 9; 17; 19; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; p-bot=; 1; Cb=; 702;
p1; 9; 10; 13; 14; 16; 17; 20; 21; 22; 25; 26; 28; 29; 30; p2; 1; 2; 3; 4; 5; 6; 7; 8; 11; 12; 15; 18; 19; 23; 24; 27; p-bot=; 2; Cb=; 786;
p1; 2; 5; 7; 8; 10; 11; 13; 14; 15; 17; 18; 20; 21; 22; 26; 27; 28; p2; 1; 3; 4; 6; 9; 12; 16; 19; 23; 24; 25; 29; 30; p-bot=; 1; Cb=; 715;
p1; 3; 5; 6; 7; 8; 10; 14; 16; 18; 21; 25; 27; 28; p2; 1; 2; 4; 9; 11; 12; 13; 15; 17; 19; 20; 22; 23; 24; 26; 29; 30; p-bot=; 1; Cb=; 702;
p1; 3; 5; 9; 10; 11; 12; 14; 15; 18; 19; 20; 25; 26; 27; 28; p2; 1; 2; 4; 6; 7; 8; 13; 16; 17; 21; 22; 23; 24; 29; 30; p-bot=; 1; Cb=; 722;
p1; 1; 2; 6; 7; 8; 10; 11; 12; 18; 19; 21; 24; 27; 29; 30; p2; 3; 4; 5; 9; 13; 14; 15; 16; 17; 20; 22; 23; 25; 26; 28; p-bot=; 2; Cb=; 718;
p1; 2; 5; 6; 7; 9; 11; 12; 13; 15; 16; 18; 19; 20; 24; 26; 27; 28; p2; 1; 3; 4; 8; 10; 14; 17; 21; 22; 23; 25; 29; 30; p-bot=; 1; Cb=; 777;
p1; 2; 7; 10; 13; 14; 15; 16; 17; 19; 20; 21; 23; 25; 26; 27; 28; p2; 1; 3; 4; 5; 6; 8; 9; 11; 12; 18; 22; 24; 29; 30; p-bot=; 1; Cb=; 705;
p1; 1; 2; 6; 7; 8; 10; 11; 12; 21; 22; 25; 26; 27; 29; 30; p2; 3; 4; 5; 9; 13; 14; 15; 16; 17; 18; 19; 20; 23; 24; 28; p-bot=; 2; Cb=; 728;
p1; 3; 5; 7; 8; 9; 10; 12; 15; 21; 22; 23; 24; 28; p2; 1; 2; 4; 6; 11; 13; 14; 16; 17; 18; 19; 20; 25; 26; 27; 29; 30; p-bot=; 1; Cb=; 752;
p1; 3; 4; 5; 8; 9; 12; 13; 14; 17; 18; 20; 21; 23; 26; 27; 28; p2; 1; 2; 6; 7; 10; 11; 15; 16; 19; 22; 24; 25; 29; 30; p-bot=; 1; Cb=; 697;
p1; 1; 2; 4; 5; 10; 12; 14; 15; 17; 20; 21; 25; 30; p2; 3; 6; 7; 8; 9; 11; 13; 16; 18; 19; 22; 23; 24; 26; 27; 28; 29; p-bot=; 2; Cb=; 744;
p1; 1; 2; 5; 8; 11; 12; 16; 18; 19; 21; 22; 24; 25; 27; 29; 30; p2; 3; 4; 6; 7; 9; 10; 13; 14; 15; 17; 20; 23; 26; 28; p-bot=; 2; Cb=; 701;
p1; 4; 5; 6; 7; 14; 15; 16; 18; 21; 23; 25; 26; 27; 29; 30; p2; 1; 2; 3; 8; 9; 10; 11; 12; 13; 17; 19; 20; 22; 24; 28; p-bot=; 2; Cb=; 790;
p1; 1; 4; 7; 10; 11; 13; 18; 19; 22; 23; 24; 25; 27; 29; 30; p2; 2; 3; 5; 6; 8; 9; 12; 14; 15; 16; 17; 20; 21; 26; 28; p-bot=; 2; Cb=; 715;
