
p1; 3; 4; 6; 7; 10; 11; 12; 15; 16; 17; 18; 19; 21; 25; 28; p2; 1; 2; 5; 8; 9; 13; 14; 20; 22; 23; 24; 26; 27; 29; 30; p-bot=; 1; Cb=; 747;
p1; 2; 3; 5; 6; 7; 10; 11; 12; 14; 20; 21; 22; 23; 24; 26; 27; 28; p2; 1; 4; 8; 9; 13; 15; 16; 17; 18; 19; 25; 29; 30; p-bot=; 1; Cb=; 744;
p1; 2; 3; 4; 6; 10; 11; 12; 13; 17; 19; 21; 22; 23; 25; 26; 28; p2; 1; 5; 7; 8; 9; 14; 15; 16; 18; 20; 24; 27; 29; 30; p-bot=; 1; Cb=; 730;
p1; 3; 6; 9; 11; 13; 15; 18; 23; 25; 27; 28; 29; p2; 1; 2; 4; 5; 7; 8; 10; 12; 14; 16; 17; 19; 20; 21; 22; 24; 26; 30; p-bot=; 1; Cb=; 736;
p1; 1; 5; 7; 8; 12; 14; 18; 20; 22; 23; 24; 25; 29; 30; p2; 2; 3; 4; 6; 9; 10; 11; 13; 15; 16; 17; 19; 21; 26; 27; 28; p-bot=; 2; Cb=; 704;
p1; 2; 3; 4; 6; 7; 9; 12; 15; 22; 23; 24; 25; 26; 28; p2; 1; 5; 8; 10; 11; 13; 14; 16; 17; 18; 19; 20; 21; 27; 29; 30; p-bot=; 1; Cb=; 703;
p1; 3; 4; 5; 8; 9; 10; 11; 12; 14; 18; 21; 22; 23; 24; 27; 29; p2; 1; 2; 6; 7; 13; 15; 16; 17; 19; 20; 25; 26; 28; 30; p-bot=; 1; Cb=; 729;
p1; 2; 3; 4; 6; 7; 8; 10; 13; 15; 16; 17; 18; 19; 21; 26; 27; 28; p2; 1; 5; 9; 11; 12; 14; 20; 22; 23; 24; 25; 29; 30; p-bot=; 1; Cb=; 725;
p1; 1; 3; 4; 6; 7; 11; 12; 14; 18; 19; 20; 22; 23; 25; 26; 27; 29; 30; p2; 2; 5; 8; 9; 10; 13; 15; 16; 17; 21; 24; 28; p-bot=; 2; Cb=; 701;
p1; 1; 2; 4; 10; 11; 12; 20; 22; 23; 24; 25; 26; 28; 30; p2; 3; 5; 6; 7; 8; 9; 13; 14; 15; 16; 17; 18; 19; 21; 27; 29; p-bot=; 2; Cb=; 747;
p1; 3; 6; 10; 11; 13; 16; 17; 22; 23; 24; 25; 28; 29; p2; 1; 2; 4; 5; 7; 8; 9; 12; 14; 15; 18; 19; 20; 21; 26; 27; 30; p-bot=; 1; Cb=; 733;
p1; 3; 5; 9; 10; 11; 12; 14; 18; 19; 20; 21; 23; 25; 28; 29; p2; 1; 2; 4; 6; 7; 8; 13; 15; 16; 17; 22; 24; 26; 27; 30; p-bot=; 1; Cb=; 796;
p1; 1; 3; 4; 8; 9; 10; 14; 15; 17; 20; 22; 24; 29; 30; p2; 2; 5; 6; 7; 11; 12; 13; 16; 18; 19; 21; 23; 25; 26; 27; 28; p-bot=; 2; Cb=; 727;
p1; 3; 5; 6; 10; 13; 14; 16; 20; 21; 22; 24; 26; 27; 28; p2; 1; 2; 4; 7; 8; 9; 11; 12; 15; 17; 18; 19; 23; 25; 29; 30; p-bot=; 1; Cb=; 726;
p1; 1; 4; 5; 6; 9; 12; 14; 16; 17; 19; 21; 22; 24; 26; 29; 30; p2; 2; 3; 7; 8; 10; 11; 13; 15; 18; 20; 23; 25; 27; 28; p-bot=; 2; Cb=; 700;
p1; 1; 2; 5; 8; 11; 12; 13; 16; 17; 20; 22; 25; 26; 28; 30; p2; 3; 4; 6; 7; 9; 10; 14; 15; 18; 19; 21; 23; 24; 27; 29; p-bot=; 2; Cb=; 750;
p1; 2; 5; 6; 7; 8; 9; 11; 12; 15; 17; 18; 22; 23; 25; 28; p2; 1; 3; 4; 10; 13; 14; 16; 19; 20; 21; 24; 26; 27; 29; 30; p-bot=; 1; Cb=; 756;
p1; 3; 8; 10; 11; 13; 14; 19; 21; 22; 23; 24; 25; 26; 27; 28; p2; 1; 2; 4; 5; 6; 7; 9; 12; 15; 16; 17; 18; 20; 29; 30; p-bot=; 1; Cb=; 728;
p1; 1; 2; 7; 9; 11; 13; 14; 15; 19; 21; 24; 26; 28; 30; p2; 3; 4; 5; 6; 8; 10; 12; 16; 17; 18; 20; 22; 23; 25; 27; 29; p-bot=; 2; Cb=; 731;
p1; 2; 5; 10; 11; 12; 13; 14; 15; 18; 21; 23; 24; 28; p2; 1; 3; 4; 6; 7; 8; 9; 16; 17; 19; 20; 22; 25; 26; 27; 29; 30; p-bot=; 1; Cb=; 753;
p1; 1; 2; 5; 6; 7; 8; 10; 11; 12; 14; 16; 17; 19; 25; 26; 29; 30; p2; 3; 4; 9; 13; 15; 18; 20; 21; 22; 23; 24; 27; 28; p-bot=; 2; Cb=; 700;
p1; 3; 5; 8; 9; 11; 12; 13; 14; 17; 18; 19; 24; 25; 28; p2; 1; 2; 4; 6; 7; 10; 15; 16; 20; 21; 22; 23; 26; 27; 29; 30; p-bot=; 1; Cb=; 706;
p1; 3; 6; 8; 11; 12; 14; 15; 16; 17; 19; 23; 24; 25; 27; 28; p2; 1; 2; 4; 5; 7; 9; 10; 13; 18; 20; 21; 22; 26; 29; 30; p-bot=; 1; Cb=; 732;
p1; 3; 4; 5; 6; 7; 8; 9; 10; 11; 13; 14; 16; 18; 19; 27; 28; p2; 1; 2; 12; 15; 17; 20; 21; 22; 23; 24; 25; 26; 29; 30; p-bot=; 1; Cb=; 721;
p1; 1; 4; 6; 8; 10; 11; 12; 14; 20; 21; 24; 27; 29; 30; p2; 2; 3; 5; 7; 9; 13; 15; 16; 17; 18; 19; 22; 23; 25; 26; 28; p-bot=; 2; Cb=; 701;
p1; 1; 3; 4; 6; 7; 8; 11; 14; 15; 19; 22; 23; 25; 26; 29; 30; p2; 2; 5; 9; 10; 12; 13; 16; 17; 18; 20; 21; 24; 27; 28; p-bot=; 2; Cb=; 696;
p1; 2; 4; 5; 7; 8; 9; 10; 11; 12; 15; 17; 18; 19; 23; 24; 27; 28; p2; 1; 3; 6; 13; 14; 16; 20; 21; 22; 25; 26; 29; 30; p-bot=; 1; Cb=; 722;
p1; 2; 4; 5; 6; 7; 8; 9; 10; 14; 17; 23; 24; 25; 27; 28; p2; 1; 3; 11; 12; 13; 15; 16; 18; 19; 20; 21; 22; 26; 29; 30; p-bot=; 1; Cb=; 731;
p1; 2; 9; 10; 11; 12; 14; 15; 16; 17; 18; 19; 24; 25; 26; 27; 28; p2; 1; 3; 4; 5; 6; 7; 8; 13; 20; 21; 22; 23; 29; 30; p-bot=; 1; Cb=; 695;
p1; 2; 4; 6; 7; 9; 10; 11; 12; 13; 19; 21; 22; 25; 27; 28; p2; 1; 3; 5; 8; 14; 15; 16; 17; 18; 20; 23; 24; 26; 29; 30; p-bot=; 1; Cb=; 715;
p1; 3; 4; 6; 8; 9; 10; 14; 15; 20; 22; 25; 28; p2; 1; 2; 5; 7; 11; 12; 13; 16; 17; 18; 19; 21; 23; 24; 26; 27; 29; 30; p-bot=; 1; Cb=; 714;
